Year;Country Code;Country Name;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final
2006;BLZ;Belize;0.240278173;2672.3;99.31;4351.869006;610000.0069;70.286;5.557142857;High_Middle
2007;BLZ;Belize;0.234094139;2939.5;97.79;4286.740407;990000.0096;70.636;5.785714286;High_Middle
2008;BLZ;Belize;0.228144565;2427.2;93.73;4312.686455;789999.9954;71.059;6.014285714;High_Middle
2009;BLZ;Belize;0.232000127;2686.5;93.93;4233.549926;1150000.028;71.541;6.242857143;High_Middle
2010;BLZ;Belize;0.232584102;3223.4;96.19;4270.799647;2320000.032;72.057;6.471428571;High_Middle
2011;BLZ;Belize;0.227109621;3155.5;86.88;4260.461751;1870000.005;72.57;6.7;High_Middle
2012;BLZ;Belize;0.230769231;3451.1;104.65;4284.899461;957613.9812;73.044;6.545;High_Middle
2013;BLZ;Belize;0.225619369;3615.6;98.26;4224.967251;1819656.022;73.452;6.39;High_Middle
2014;BLZ;Belize;0.220734309;3594.6;101.37;4286.113;1514752.969;73.782;6.39;High_Middle
2015;BLZ;Belize;0.21610659;2897.8;99.55;4340.267536;1612761.885;74.034;6.39;High_Middle
2016;BLZ;Belize;0.211726384;3164.6;94.19;4227.291321;2817366.041;74.219;6.39;High_Middle
2017;BLZ;Belize;0.218707838;4229.1;99.41627963;4203.959118;2293037.586;74.365;6.39;High_Middle
2018;BLZ;Belize;0.215194905;3274.25527;97.5833579;4248.999055;1319906.311;74.10044529;6.39;High_Middle
2019;BLZ;Belize;0.213179382;3573.158501;95.83305564;4237.753834;0;74.2422395;6.39;High_Middle
1949;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1950;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1951;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1952;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1953;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1954;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1955;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1956;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1957;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1958;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1959;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1960;CAN;Canada;2.235400361;985;34.35;16449.77659;0;71.13317073;7.3245215;High
1961;CAN;Canada;2.235400361;985;34.35;16633.91325;0;71.34609756;7.3245215;High
1962;CAN;Canada;2.214677125;1595.4;40.95;17539.77258;0;71.36707317;7.3245215;High
1963;CAN;Canada;2.193840962;1838.9;43.77;18137.03918;0;71.38073171;7.3245215;High
1964;CAN;Canada;2.172522639;1527.2;42.29;18980.54853;0;71.77634146;7.3245215;High
1965;CAN;Canada;2.152911881;1730.4;45.7;19817.49929;0;71.87219512;7.3245215;High
1966;CAN;Canada;2.132132881;1972.7;49.46;20755.9918;0;72.00439024;7.3245215;High
1967;CAN;Canada;2.094552224;1519;44.45;21016.02636;0;72.20780488;7.3245215;High
1968;CAN;Canada;2.061415349;1734.5;47.61;21712.76018;0;72.35341463;7.3245215;High
1969;CAN;Canada;2.034002283;1959.2;46.33;22500.22408;0;72.50146341;7.3245215;High
1970;CAN;Canada;2.006143313;2110.8;43.35;22844.66222;0;72.7004878;7.3245215;High
1971;CAN;Canada;1.948271453;2145.2;49.19;23061.62927;0;73.02926829;6.7;High
1972;CAN;Canada;1.93060159;1987.7;48;24051.42513;0;72.93390244;6.8;High
1973;CAN;Canada;1.911943196;1951.3;48.04;25383.27356;0;73.16268293;6.3;High
1974;CAN;Canada;1.890172685;1726.7;45.52;25852.48963;0;73.23756098;6.1;High
1975;CAN;Canada;1.867453936;2052.2;50.14;25850.22473;0;73.52170732;6;High
1976;CAN;Canada;1.84764839;2275.8;56.05;27012.08834;0;73.85609756;6.2;High
1977;CAN;Canada;1.840861882;2265.9;55.85;27615.73147;0;74.21560976;6.4;High
1978;CAN;Canada;1.837191798;2267.4;57.69;28349.34458;0;74.5297561;6.8;High
1979;CAN;Canada;1.833519382;2032.7;53.6;29111.88607;0;74.86634146;6.4;High
1980;CAN;Canada;1.824262012;2141.2;57.11;29358.34812;0;75.07804878;6.2;High
1981;CAN;Canada;1.815961094;2346.4;61.85;30005.91039;0;75.46341463;6.2;High
1982;CAN;Canada;1.795839637;2482.8;66.51;28706.01037;0;75.76341463;6.3;High
1983;CAN;Canada;1.779476364;2204.6;62.85;29163.04856;0;76.06585366;6.7;High
1984;CAN;Canada;1.764084293;2028;62.99;30595.93089;0;76.21707317;6.4;High
1985;CAN;Canada;1.749314955;2222.1;65.34;31753.89382;0;76.36829268;6;High
1986;CAN;Canada;1.733276557;2570.4;70.39;32114.18617;0;76.5195122;5.9;High
1987;CAN;Canada;1.713112396;2396.6;67.85;32984.51433;0;76.7195122;6.1;High
1988;CAN;Canada;1.693506586;1754.4;60.4;33995.50374;0;76.9195122;6;High
1989;CAN;Canada;1.665812399;2193.6;67.1;34164.66035;0;77.1195122;5.9;High
1990;CAN;Canada;1.64326941;2636.3;74.11;33708.85461;0;77.42195122;5.8;High
1991;CAN;Canada;1.625327865;2580.5;73.52;32598.01582;0;77.62195122;6.1;High
1992;CAN;Canada;1.605920695;2460.3;73.29;32504.44927;0;77.72439024;6.6;High
1993;CAN;Canada;1.588055596;2647;73.04;33004.64756;0;77.82439024;6.7;High
1994;CAN;Canada;1.570481337;2594.5;76.13;34112.35839;0;77.82682927;7.1;High
1995;CAN;Canada;1.55404125;2699.8;78.53;34670.71268;0;78.02926829;6.7;High
1996;CAN;Canada;1.537611104;2844.2;83.82;34865.72428;0;78.1804878;6.9069023;High
1997;CAN;Canada;1.52474685;2584.6;82.82;35998.45914;0;78.43170732;6.9069023;High
1998;CAN;Canada;1.514466523;2782.6;87.24;36699.3328;0;78.63414634;5.48693221;High
1999;CAN;Canada;1.504508724;3087.8;93.52;37847.57848;0;78.88536585;5.50683423;High
2000;CAN;Canada;1.49287633;2805.7;91.44;39340.74816;0;79.13658537;5.383875325;High
2001;CAN;Canada;1.47900277;2446.8;84.91;39462.65326;0;79.33902439;5.05;High
2002;CAN;Canada;1.458095817;2375.4;82.25;40371.70591;0;79.4902439;4.978619394;High
2003;CAN;Canada;1.440176959;2758.8;88.71;41534.23739;0;79.74146341;4.872412929;High
2004;CAN;Canada;1.421980858;3141.9;97.68;42759.08132;0;79.89268293;4.766206465;High
2005;CAN;Canada;1.403868836;3215.9;101.59;44473.24069;0;80.19268293;4.66;High
2006;CAN;Canada;1.385028369;3046.3;100.73;45860.22456;0;80.34390244;4.625;High
2007;CAN;Canada;1.358599107;2973.4;100.43;48536.5325;0;80.54390244;4.59;High
2008;CAN;Canada;1.331062741;3391.7;110.62;48497.56016;0;80.69512195;4.38;High
2009;CAN;Canada;1.303224504;3299.5;108.61;46542.90487;0;80.99512195;4.58;High
2010;CAN;Canada;1.276198843;3505.8;108.49;47450.31847;0;81.24634146;5;High
2011;CAN;Canada;1.25127667;3570.8;109.19;48466.85091;0;81.44878049;4.93;High
2012;CAN;Canada;1.242361173;3460.3;108.73;48788.33303;0;81.64878049;4.93;High
2013;CAN;Canada;1.233852749;4177.7;120.15;49400.4583;0;81.74878049;4.93;High
2014;CAN;Canada;1.226014264;3543;111.72;50309.1599;0;81.8;4.93;High
2015;CAN;Canada;1.221368255;4359.3;113.96;50279.58584;0;81.9;4.93;High
2016;CAN;Canada;1.21203605;4159.4;117.66;50263.83433;0;82.1422439;4.93;High
2017;CAN;Canada;1.223827682;4042.5;114.3685164;51150.75462;0;82.24897561;4.93;High
2018;CAN;Canada;1.218472294;4134.645466;115.277027;51391.70842;0;82.01714333;4.93;High
2019;CAN;Canada;1.214948625;4128.771438;116.4912561;50734.08084;0;82.14248208;4.93;High
1949;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1950;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1951;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1952;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1953;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1954;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1955;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1956;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1957;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1958;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1959;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1960;CHN;China;0.155376857;1192.7;13.36;192.2850582;0;43.725;1.6102769;Low
1961;CHN;China;0.155376857;1192.7;13.36;141.2763632;0;44.051;1.6102769;Low
1962;CHN;China;0.153656668;1323.1;14.11;132.3031881;0;44.783;1.6102769;Low
1963;CHN;China;0.149633245;1490.7;14.89;142.3876738;0;45.972;1.6102769;Low_Middle
1964;CHN;China;0.145914327;1622.7;16.05;164.4136165;0;47.592;1.6102769;Low_Middle
1965;CHN;China;0.142131057;1746.5;17.39;187.7568793;0;49.549;1.6102769;Low_Middle
1966;CHN;China;0.137612184;1879.1;18.42;202.0421811;0;51.696;1.6102769;Low_Middle
1967;CHN;China;0.133483533;1935.7;18.67;185.5525134;0;53.847;1.6102769;Low
1968;CHN;China;0.129423765;1939.4;18.57;173.3590197;0;55.843;1.6102769;Low
1969;CHN;China;0.125322697;1900.4;18.78;197.2467491;0;57.603;1.6102769;Low_Middle
1970;CHN;China;0.121322474;2127.7;19.68;228.9056399;0;59.085;1.6102769;Low_Middle
1971;CHN;China;0.117523971;2174;20.79;238.4262288;0;60.303;1.4;Low_Middle
1972;CHN;China;0.114137559;2106.5;20.67;241.5021798;0;61.344;1.5;Low
1973;CHN;China;0.111027961;2275.7;22.45;254.3677086;0;62.281;1.5;Low_Middle
1974;CHN;China;0.109357472;2389.2;22.52;254.9222446;0;63.134;1.6;Low_Middle
1975;CHN;China;0.105838639;2480.4;23.08;272.2988677;0;63.915;1.6;Low_Middle
1976;CHN;China;0.104073881;2522.3;22.95;263.9084629;0;64.631;1.7;Low
1977;CHN;China;0.102516813;2486.9;23.21;280.0438307;0;65.278;1.7;Low_Middle
1978;CHN;China;0.100850795;2791.8;25.59;307.0873637;0;65.857;1.8;Low_Middle
1979;CHN;China;0.099537154;3032.5;27.1;326.0476257;12539999.84;66.377;1.9;Low_Middle
1980;CHN;China;0.098014237;2937.3;27.16;347.1200879;43260000.35;66.844;1.7;Low_Middle
1981;CHN;China;0.097385512;3081.6;28.69;360.4279678;51570000.08;67.26;1.7;Low_Middle
1982;CHN;China;0.100829838;3456;31.27;386.8903417;63949999.4;67.627;1.8;Low_Middle
1983;CHN;China;0.104855811;3716.1;33.44;422.6591909;73400000.57;67.949;1.8;Low_Middle
1984;CHN;China;0.109951052;3954.9;36.56;480.3028638;121940000.2;68.231;1.7;Low_Middle
1985;CHN;China;0.114267773;3820.5;37.02;537.5026526;128479996.2;68.473;1.7;Low_Middle
1986;CHN;China;0.112955689;3889.9;38.94;576.9087566;158610000.4;68.673;1.8;Low_Middle
1987;CHN;China;0.110882029;3973.1;41.07;634.092911;183749999.5;68.831;1.6;Low_Middle
1988;CHN;China;0.109746467;3930.6;42.31;694.0647918;176489998.8;68.954;1.6;Low_Middle
1989;CHN;China;0.109238815;4014.7;43.97;712.1153633;100610001.6;69.054;1.6;Low_Middle
1990;CHN;China;0.109057114;4320.9;48.12;729.1606454;95860001.56;69.145;1.7861795;Low_Middle
1991;CHN;China;0.108513356;4231.4;49.62;786.1296588;113029999.3;69.242;1.7861795;Low_Middle
1992;CHN;China;0.105496279;4361.6;52.32;886.9503589;116400000.3;69.355;1.5;Low_Middle
1993;CHN;China;0.102932691;4562.1;56.49;998.4047893;106700000.3;69.496;1.5;Low_Middle
1994;CHN;China;0.101272408;4504.9;59.93;1116.032535;95750000.48;69.67;1.8;Low_Middle
1995;CHN;China;0.099248457;4659.3;64.95;1224.848821;101650000.1;69.885;1.7;Low_Middle
1996;CHN;China;0.098015687;4891.6;69.7;1332.417309;82120000.36;70.14;1.7;Low_Middle
1997;CHN;China;0.097148548;4813.2;72.08;1440.59025;100279998.8;70.428;2.0359013;Low_Middle
1998;CHN;China;0.096502635;4952.8;76.41;1538.662844;63070000.05;70.737;2.0030148;Low_Middle
1999;CHN;China;0.095231633;4944.9;79.46;1642.357488;63369999.64;71.063;1.79;Low_Middle
2000;CHN;China;0.093589251;4752.6;83.36;1767.833627;55520000.34;71.397;1.79;Low_Middle
2001;CHN;China;0.091270197;4800.3;84.77;1901.40763;56389999.14;71.732;1.79;Low_Middle
2002;CHN;China;0.08942518;4869;88.66;2061.162284;49889999.63;72.061;1.79;Low_Middle
2003;CHN;China;0.086696678;4871.1;90.7;2253.929689;50250000.96;72.381;1.79;Low_Middle
2004;CHN;China;0.086106128;5186.8;96.48;2467.132843;43880000.11;72.689;1.79;Low_Middle
2005;CHN;China;0.086099776;5224.6;100.4;2732.16588;59480000.85;72.985;1.79;Low_Middle
2006;CHN;China;0.082912541;5313.4;103.12;3062.534905;44040000.65;73.271;1.79;High_Middle
2007;CHN;China;0.082317501;5319.9;108.15;3480.152725;67190000.3;73.553;1.79;High_Middle
2008;CHN;China;0.081618233;5548.4;113.95;3796.633363;44930000.07;73.835;1.79;High_Middle
2009;CHN;China;0.080915824;5447.5;116.86;4132.902312;41020000.04;74.119;1.79;High_Middle
2010;CHN;China;0.080152201;5524.9;119.96;4550.453596;38390000.35;74.409;1.79;High_Middle
2011;CHN;China;0.079248287;5707;123.39;4961.234689;52399999.98;74.708;1.79;High_Middle
2012;CHN;China;0.078418888;5825.2;127.7;5325.160106;58384354.27;75.013;1.79;High_Middle
2013;CHN;China;0.077885338;5894.2;129.79;5710.587873;39328122.38;75.321;1.79;High_Middle
2014;CHN;China;0.077477332;5891.9;131.86;6096.487817;49705844.76;75.629;1.79;High_Middle
2015;CHN;China;0.086784032;5896.2;135.91;6484.435948;55491829.93;75.928;1.79;High_Middle
2016;CHN;China;0.086242851;5980.9;139.03;6883.895425;40237509.79;76.21;1.79;High_Middle
2017;CHN;China;0.082046752;6029;133.9131239;7308.065366;34845905.54;76.47;1.79;High_Middle
2018;CHN;China;0.084960801;5943.541863;136.458211;7752.559525;51592781.69;76.0504801;1.79;High_Middle
2019;CHN;China;0.086075449;5986.07423;137.9685676;7084.063711;0;76.26266719;1.79;High_Middle
1949;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1950;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1951;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1952;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1953;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1954;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1955;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1956;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1957;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1958;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1959;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1960;COL;Colombia;0.21318447;1275.2;27.53;2337.00181;0;57.269;1.7393244;Low_Middle
1961;COL;Colombia;0.21318447;1275.2;27.53;2380.323927;0;57.813;1.7393244;Low_Middle
1962;COL;Colombia;0.206635286;1350.8;29.72;2432.06167;0;58.329;1.7393244;Low_Middle
1963;COL;Colombia;0.201361556;1386.1;29.31;2435.473627;0;58.825;1.7393244;Low_Middle
1964;COL;Colombia;0.195321258;1454.2;30.86;2508.10487;0;59.308;1.7393244;Low_Middle
1965;COL;Colombia;0.190117673;1259.1;31.42;2522.068199;0;59.784;1.7393244;Low_Middle
1966;COL;Colombia;0.185168472;1301.4;31.35;2577.807785;0;60.257;1.7393244;Low_Middle
1967;COL;Colombia;0.179962102;1421.7;32.02;2608.919627;0;60.729;1.7393244;Low_Middle
1968;COL;Colombia;0.175054069;1528.8;33.31;2688.336379;3539999.962;61.201;1.7393244;Low_Middle
1969;COL;Colombia;0.170562612;1607.8;33.96;2777.651081;4699999.988;61.675;1.7393244;Low_Middle
1970;COL;Colombia;0.166293724;1807.4;35.54;2876.246552;10739999.65;62.152;1.7393244;Low_Middle
1971;COL;Colombia;0.162379715;1904.5;37.68;2975.12621;8790000.021;62.629;1.7393244;Low_Middle
1972;COL;Colombia;0.159350341;2012.2;38.27;3130.390182;15190000.34;63.105;1.7393244;Low_Middle
1973;COL;Colombia;0.156528799;2105.9;38.59;3267.121031;11510000.48;63.578;1.7393244;Low_Middle
1974;COL;Colombia;0.153748859;2389.8;41.39;3379.418853;14509999.75;64.047;1.7393244;Low
1975;COL;Colombia;0.151046059;2379.2;45.17;3382.190269;8950000.033;64.518;1.7393244;Low
1976;COL;Colombia;0.148325067;2276.8;47.96;3464.009527;10280000.12;64.994;1.7393244;Low
1977;COL;Colombia;0.145681156;2249.6;47.9;3528.280038;9140000.045;65.477;1.7393244;Low
1978;COL;Colombia;0.143042153;2390.1;50.63;3742.480921;6020000.041;65.964;1.6;Low
1979;COL;Colombia;0.140500925;2463;52.54;3856.96475;10009999.63;66.451;1.7;Low
1980;COL;Colombia;0.137989969;2414.5;53.02;3926.932663;10689999.7;66.926;1.7;Low
1981;COL;Colombia;0.135580315;2479.7;54.52;3929.271874;10519999.74;67.38;2.5;Low
1982;COL;Colombia;0.133194225;2441;53.78;3881.114372;9690000.058;67.802;2.7192396;Low
1983;COL;Colombia;0.130910884;2514;52.5;3858.128346;7879999.846;68.187;2.9;Low
1984;COL;Colombia;0.128668282;2579.9;54.37;3903.518131;9079999.924;68.529;2.9;Low
1985;COL;Colombia;0.126539166;2662.6;55.01;3941.494739;15230000.2;68.823;2.9;Low
1986;COL;Colombia;0.124458345;2495.1;56.81;4086.288613;12350000.05;69.065;2.7;Low
1987;COL;Colombia;0.122582124;2724.1;58.46;4219.699435;13650000.11;69.266;2.5;Low
1988;COL;Colombia;0.114352962;2514.4;62.34;4304.660045;15919999.69;69.436;2.6;Low
1989;COL;Colombia;0.106970657;2486.9;67.36;4364.537041;22430000.19;69.591;2.7;Low
1990;COL;Colombia;0.099841175;2475.4;70.21;4462.731955;10199999.91;69.75;2.3;Low
1991;COL;Colombia;0.089992585;2450.7;70.98;4463.633754;9480000.056;69.936;2.2;Low
1992;COL;Colombia;0.089185674;2549.9;70.32;4554.5685;9870000.093;70.161;3.2;Low
1993;COL;Colombia;0.083297059;2505.4;72.06;4708.383819;6830000.081;70.433;2.7;High_Middle
1994;COL;Colombia;0.079196892;2506;74.3;4889.1318;13080000.11;70.752;2.5;High_Middle
1995;COL;Colombia;0.0658678;2643.9;78.58;5049.932455;6269999.91;71.112;2.5;High_Middle
1996;COL;Colombia;0.065621281;2683.8;79.29;5062.711452;9299999.941;71.497;2.7;Low
1997;COL;Colombia;0.06730499;2906.6;82;5146.511012;7370000.031;71.887;3.0953215;High_Middle
1998;COL;Colombia;0.066494095;3060.3;81.6;5089.422173;7949999.869;72.264;3.0953215;High_Middle
1999;COL;Colombia;0.065026523;3146.6;86.11;4796.058236;6980000.019;72.619;3.38328852;High_Middle
2000;COL;Colombia;0.071107804;3229;87.38;4857.801152;8510000.065;72.945;3.671255541;High_Middle
2001;COL;Colombia;0.060463086;3133.4;88.54;4862.501547;6859999.925;73.241;3.959222561;High_Middle
2002;COL;Colombia;0.054091267;3334.8;90.43;4908.730123;9780000.002;73.517;4.247189582;High_Middle
2003;COL;Colombia;0.05457543;3615.9;93.18;5026.242155;9939999.871;73.777;4.143594791;High_Middle
2004;COL;Colombia;0.053189524;3579;97.51;5219.792331;6060000.012;74.026;4.04;High_Middle
2005;COL;Colombia;0.047505467;3637;98.79;5392.190579;9940000.071;74.265;4.1;High_Middle
2006;COL;Colombia;0.044087047;3352.9;103.7;5684.022856;10130000.06;74.5;3.98;High_Middle
2007;COL;Colombia;0.045681607;3592.6;106.74;5998.788143;8639999.915;74.732;3.72;High_Middle
2008;COL;Colombia;0.041351283;3658.2;110.25;6121.74515;12090000.11;74.962;3.54;High_Middle
2009;COL;Colombia;0.039664757;3605;106.49;6126.995515;8719999.901;75.193;3.92;High_Middle
2010;COL;Colombia;0.038984846;3403.3;103.38;6326.549469;5740000.073;75.424;3.901606313;High_Middle
2011;COL;Colombia;0.03473264;3344.9;106.33;6726.834686;11499999.76;75.655;3.26;High_Middle
2012;COL;Colombia;0.034247134;3695.1;111.81;6926.625199;6317699.432;75.882;3.19;High_Middle
2013;COL;Colombia;0.036174169;3262.7;116.55;7177.465798;4316397.026;76.105;3.697544852;High_Middle
2014;COL;Colombia;0.036794317;4102.7;116.98;7441.310334;9018044.501;76.322;3.47;High_Middle
2015;COL;Colombia;0.035534013;4290;120.3;7572.365505;5197798.148;76.531;3.423910402;High_Middle
2016;COL;Colombia;0.035054;4342;116.67;7626.002946;12837932.71;76.732;3.566750065;High_Middle
2017;COL;Colombia;0.035984606;4321.9;117.9817318;7613.726577;9782998.556;76.925;3.438079722;High_Middle
2018;COL;Colombia;0.035540423;4269.783238;118.2161471;7691.745564;27780999.89;76.6199766;3.488038275;High_Middle
2019;COL;Colombia;0.03523968;4320.84581;117.622859;7619.893398;0;76.77280113;3.489801892;High_Middle
1949;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1950;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1951;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1952;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1953;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1954;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1955;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1956;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1957;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1958;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1959;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1960;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.447;3.9275189;Low_Middle
1961;COM;Comoros;0.334811656;1107.8;40.91;1401.913442;0;41.846;3.9275189;Low_Middle
1962;COM;Comoros;0.329617947;1118.8;40.45;1401.913442;0;42.245;3.9275189;Low_Middle
1963;COM;Comoros;0.324396622;1083.7;45.14;1401.913442;0;42.644;3.9275189;Low_Middle
1964;COM;Comoros;0.319013708;1162.4;45.83;1401.913442;0;43.043;3.9275189;Low_Middle
1965;COM;Comoros;0.313367788;1094.9;46.76;1401.913442;0;43.446;3.9275189;Low_Middle
1966;COM;Comoros;0.307360577;1086.7;47.85;1401.913442;0;43.858;3.9275189;Low_Middle
1967;COM;Comoros;0.301069491;1099.3;48.37;1401.913442;0;44.283;3.9275189;Low_Middle
1968;COM;Comoros;0.294684348;1188.5;49.05;1401.913442;79999.99821;44.724;3.9275189;Low_Middle
1969;COM;Comoros;0.288472207;1097.6;51.57;1401.913442;39999.9991;45.179;3.9275189;Low_Middle
1970;COM;Comoros;0.28254236;1097.6;49.93;1401.913442;9999.999776;45.642;3.9275189;Low_Middle
1971;COM;Comoros;0.277015394;935;51.64;1401.913442;59999.99866;46.103;8;Low_Middle
1972;COM;Comoros;0.271699375;1008;51.29;1401.913442;130000.0008;46.557;3.9275189;Low_Middle
1973;COM;Comoros;0.266166547;1078.7;51.28;1401.913442;100000.0034;47.001;3.9275189;Low_Middle
1974;COM;Comoros;0.259891885;1129.8;54.98;1401.913442;130000.0027;47.441;3.9275189;Low_Middle
